series,window,year_start,partial,stat,n_unit,n_bin,first_bin,last_bin,n_partial,digest
aligned,season,09-01,keep,mean_daily_min+mean+mean_daily_max,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,baa824c8a606e5d152654331e7fcbfa7
aligned,season,09-01,keep,cold_day+mean+warm_day,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,e6573185f839299c86ca874aee3db850
aligned,year,09-01,keep,mean,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,f6af01b5b1aae1f9d239a330ab83c8f8
aligned,year,09-01,keep,min,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,f868f75d8af566b463c4d9d3fbc38b66
aligned,year,09-01,keep,max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,73285ac99f6a794f19487f4c41dc3bfb
aligned,year,09-01,keep,cold_day,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,06007334964f675aee7f3112e7fe2427
aligned,year,09-01,keep,warm_day,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,4c33171c88047db721e10ce8e1e4914f
aligned,year,09-01,keep,mean_daily_min,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,849c2ed13c0eae68588093d94c8c72c2
aligned,year,09-01,keep,mean_daily_max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,60f832fac3c9012a2c74a922317a1224
aligned,year,09-01,keep,min+mean+max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,d53a1874d89cf4c82b3cd5ad7b8bbd1a
aligned,year,09-01,keep,mean_daily_min+mean+mean_daily_max,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,94772d21ddaf40df4419f338debf8c9a
aligned,year,09-01,keep,cold_day+mean+warm_day,3,2,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,3ae5141f9be8b6525e26d2799250ed78
aligned,month,01-01,keep,mean,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,77550b774ea6a7cfa0a107ccf0377ed1
aligned,month,03-01,keep,mean,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,77550b774ea6a7cfa0a107ccf0377ed1
aligned,month,07-15,keep,mean,3,14,2021-09-01T00:00:00Z,2022-10-01T00:00:00Z,1,77550b774ea6a7cfa0a107ccf0377ed1
aligned,season,01-01,keep,mean,3,6,2021-07-01T00:00:00Z,2022-10-01T00:00:00Z,2,d61793aa07f3a013412c6721c4183854
aligned,season,03-01,keep,mean,3,5,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,1,0c721e04552c07403bef7e131fd7e514
aligned,season,07-15,keep,mean,3,5,2021-07-15T00:00:00Z,2022-07-15T00:00:00Z,2,48c9701ab31beef73b753dbec5b1188b
aligned,year,01-01,keep,mean,3,2,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2,ccde6fa95512109f9fc2841699fe6d88
aligned,year,03-01,keep,mean,3,2,2021-03-01T00:00:00Z,2022-03-01T00:00:00Z,2,60a007a749087721d9cd3622bbf85a52
aligned,year,07-15,keep,mean,3,2,2021-07-15T00:00:00Z,2022-07-15T00:00:00Z,2,17455f1305103f5f430300fd07feb884
aligned,halfday,09-01,drop,mean,3,800,2021-09-01T00:00:00Z,2022-10-05T12:00:00Z,0,4c2eb2409b8803da47c8be4198c0b0e3
aligned,day,09-01,drop,mean,3,400,2021-09-01T00:00:00Z,2022-10-05T00:00:00Z,0,40452df1f97a471404cd4eaea3c7f870
aligned,week,09-01,drop,mean,3,56,2021-09-06T00:00:00Z,2022-09-26T00:00:00Z,0,756a813a7a65cc2a40d80cb1137f5e2d
aligned,month,09-01,drop,mean,3,13,2021-09-01T00:00:00Z,2022-09-01T00:00:00Z,0,cae6de101d6fbab4b7daff0143afe805
aligned,season,09-01,drop,mean,3,4,2021-09-01T00:00:00Z,2022-06-01T00:00:00Z,0,9af74580c30ea85e369e71cfe3dfb6ed
aligned,year,09-01,drop,mean,3,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,0,d4d8666883ce277d8091e71965d9264b
aligned,astronomical,09-01,keep,mean,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,7091f90150d364a06dba19766295b95d
aligned,astronomical,09-01,keep,cold_day+mean+warm_day,3,6,2021-09-01T00:00:00Z,2022-09-23T00:00:00Z,0,557599fcfda57c5e70686fa27389fbc7
offset,hour,09-01,keep,mean,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,6b08fa0bae46c636e835dbb9ebb60229
offset,hour,09-01,keep,min,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,6b08fa0bae46c636e835dbb9ebb60229
offset,hour,09-01,keep,max,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,6b08fa0bae46c636e835dbb9ebb60229
offset,hour,09-01,keep,min+mean+max,2,4800,2021-10-17T05:00:00Z,2022-05-05T04:00:00Z,0,1c10657b1e13321347ab2cca8e6a2f8a
offset,halfday,09-01,keep,mean,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,957b00ca99b31137d2828edabe48943e
offset,halfday,09-01,keep,min,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,d5fc9d3e90b44914bcc3b6a609685dd3
offset,halfday,09-01,keep,max,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,18fd3e9ea46f36205f54ab6288ae94d2
offset,halfday,09-01,keep,min+mean+max,2,401,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,0edab54088e99507572c090dd1d71775
offset,day,09-01,keep,mean,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,0a3247c036b278cfe3118a15b44902df
offset,day,09-01,keep,min,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,e779b803726a0880dc1802974642b32c
offset,day,09-01,keep,max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,cfa2936b13da91cb7333b189bee057cd
offset,day,09-01,keep,cold_day,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,0a3247c036b278cfe3118a15b44902df
offset,day,09-01,keep,warm_day,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,0a3247c036b278cfe3118a15b44902df
offset,day,09-01,keep,mean_daily_min,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,e779b803726a0880dc1802974642b32c
offset,day,09-01,keep,mean_daily_max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,cfa2936b13da91cb7333b189bee057cd
offset,day,09-01,keep,min+mean+max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,b69952ed5f0b4e49a5f24cbaa1bc804a
offset,day,09-01,keep,mean_daily_min+mean+mean_daily_max,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,b69952ed5f0b4e49a5f24cbaa1bc804a
offset,day,09-01,keep,cold_day+mean+warm_day,2,201,2021-10-17T00:00:00Z,2022-05-05T00:00:00Z,2,e916e2a631a0f7b81120d9400ce8f205
offset,week,09-01,keep,mean,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,e64cf067c33a040c9779d68cbee03d84
offset,week,09-01,keep,min,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,94ee26e1d9c161a47d2ea08ca07b427e
offset,week,09-01,keep,max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,ca10b961bb3f5727713a40f2372c396a
offset,week,09-01,keep,cold_day,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,37f54bb88c791de0a378e44cd43a2376
offset,week,09-01,keep,warm_day,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,62b3f21b17031c686b1c9b73332abd81
offset,week,09-01,keep,mean_daily_min,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,0188cd13614877aa6dd76d76cea0d327
offset,week,09-01,keep,mean_daily_max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,a4031cd20e668daab62e12f32d8d92d6
offset,week,09-01,keep,min+mean+max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,03a10617f7679f22acaf77e671bc8542
offset,week,09-01,keep,mean_daily_min+mean+mean_daily_max,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,1046cb5ebf77dd43f4ece04800d66b90
offset,week,09-01,keep,cold_day+mean+warm_day,2,30,2021-10-11T00:00:00Z,2022-05-02T00:00:00Z,2,57d8125dd3f09a48bf38ad6d79c594d5
offset,month,09-01,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,86a873af891d260666e44a57b1adf3f9
offset,month,09-01,keep,min,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,70bfb281f9d3ea6325d3741c294e0914
offset,month,09-01,keep,max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,4a113b9eab58c21d62beda870692aa1c
offset,month,09-01,keep,cold_day,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,2e13122866d6005a8bf55d7b374c02a7
offset,month,09-01,keep,warm_day,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,763f861c5b29b8d608ccf05968eb466f
offset,month,09-01,keep,mean_daily_min,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,76ca7c8b7cc01111327e3cc09590f546
offset,month,09-01,keep,mean_daily_max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,4bf898777104432bdf524f0d07b0b973
offset,month,09-01,keep,min+mean+max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,391ac80db3472ede580102b6e9ae4522
offset,month,09-01,keep,mean_daily_min+mean+mean_daily_max,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,5f1b7863587da354a0d0d6c4613aa50f
offset,month,09-01,keep,cold_day+mean+warm_day,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,52533a98288f83b96510182787189bd0
offset,season,09-01,keep,mean,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,058553eca9f0999079420444dddccc13
offset,season,09-01,keep,min,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,11da999d693285996eeafda00e6d043f
offset,season,09-01,keep,max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,82d49fe507c9be019514e6f9f1924b13
offset,season,09-01,keep,cold_day,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,64297f9d5c7847d21ca1aa2623cb6eca
offset,season,09-01,keep,warm_day,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,83e217d33e9348b66e6272c06568b705
offset,season,09-01,keep,mean_daily_min,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,5c2fefaa0937c0abf2086529f8236691
offset,season,09-01,keep,mean_daily_max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,587956e593d5ca9cd1a6c762d0460253
offset,season,09-01,keep,min+mean+max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,6a80057914ff584729e5ed209dcaa907
offset,season,09-01,keep,mean_daily_min+mean+mean_daily_max,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,3c7e6c3e21bf43726e110f92b83f77f6
offset,season,09-01,keep,cold_day+mean+warm_day,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,cf05969df00db493a01f9985b79e3826
offset,year,09-01,keep,mean,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,a131abffc903b09dcea92ec6f97c00a2
offset,year,09-01,keep,min,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,ec4e7405a8814e499d341fc10cf3c0f2
offset,year,09-01,keep,max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,a1d9f58832323057911324dbe9665517
offset,year,09-01,keep,cold_day,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,e4d8d46952976e53d0d294ccd28f1963
offset,year,09-01,keep,warm_day,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,c885e5039358142a42ad51ee6a10e138
offset,year,09-01,keep,mean_daily_min,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,908075a41cb98ba0b0e2d9bdb9689022
offset,year,09-01,keep,mean_daily_max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,c5b48763fdfc0b4b3ebb07282fab95ca
offset,year,09-01,keep,min+mean+max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,a7c0ed477b227198eef727f8a19065a1
offset,year,09-01,keep,mean_daily_min+mean+mean_daily_max,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,4150ba6c3b91ade3f555ca4db6898adb
offset,year,09-01,keep,cold_day+mean+warm_day,2,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,3859e6f1ffa80ca68b64683480785f91
offset,month,01-01,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,86a873af891d260666e44a57b1adf3f9
offset,month,03-01,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,86a873af891d260666e44a57b1adf3f9
offset,month,07-15,keep,mean,2,8,2021-10-01T00:00:00Z,2022-05-01T00:00:00Z,2,86a873af891d260666e44a57b1adf3f9
offset,season,01-01,keep,mean,2,3,2021-10-01T00:00:00Z,2022-04-01T00:00:00Z,2,0dce3fd51b0ae241bdd565f70ef199c1
offset,season,03-01,keep,mean,2,3,2021-09-01T00:00:00Z,2022-03-01T00:00:00Z,2,058553eca9f0999079420444dddccc13
offset,season,07-15,keep,mean,2,3,2021-10-15T00:00:00Z,2022-04-15T00:00:00Z,2,fa5e1a8b54797994f2aabae068f0c690
offset,year,01-01,keep,mean,2,2,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2,50ba1af78f71637df4294aa305385c01
offset,year,03-01,keep,mean,2,2,2021-03-01T00:00:00Z,2022-03-01T00:00:00Z,2,9972614deba875b134a73af2db8e74a6
offset,year,07-15,keep,mean,2,1,2021-07-15T00:00:00Z,2021-07-15T00:00:00Z,1,a131abffc903b09dcea92ec6f97c00a2
offset,halfday,09-01,drop,mean,2,399,2021-10-17T12:00:00Z,2022-05-04T12:00:00Z,0,4741536b1ba5a01a9f6b26e64aac66a6
offset,day,09-01,drop,mean,2,199,2021-10-18T00:00:00Z,2022-05-04T00:00:00Z,0,cc4fa60cba4a5825c064317f0a2d57cf
offset,week,09-01,drop,mean,2,28,2021-10-18T00:00:00Z,2022-04-25T00:00:00Z,0,cb9dff5c8b897de97939c3f379c9adcb
offset,month,09-01,drop,mean,2,6,2021-11-01T00:00:00Z,2022-04-01T00:00:00Z,0,55e8c3ce7dc24439923216831c86200f
offset,season,09-01,drop,mean,2,1,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,0,a4c8c8b57ab78d8cebe593f1d13b3eba
offset,astronomical,09-01,keep,mean,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,7dda4af594b408321f23de8d71e20450
offset,astronomical,09-01,keep,cold_day+mean+warm_day,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,b7cfd742976f8fe5bedb2d8ad8c2749f
